song_id,artist_id,duration,popularity,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mode,key,track_number,artist_popularity,album_length,release_date,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,mode_confidence,key_confidence,num_bars,num_beats,num_tatums,num_sections,num_segments
2p9zXFPSyoL9GIVfAtuCcZ,1V4Kn73kzoIxJga3wmvzFJ,186985,43,1,0.708,0.504,-5.549,0.402,0.00859,1.52e-05,0.0698,0.39,103.975,4,1,11,1,49,1,10119,0.0,183.25769,0.422,1.0,0.297,0.338,70,287,574,10,779
6yl1gnJWeVOio73J9Ij3Mo,2usAJ9Mtrw570XlQ5MHJek,219360,58,0,0.772,0.656,-4.927,0.032,0.408,2.02e-06,0.142,0.965,114.339,3,1,5,1,64,12,6601,0.69084,211.12744,0.811,0.744,0.584,0.513,136,408,816,11,909
6qI69Fmue9o3GP92MZZDul,2usAJ9Mtrw570XlQ5MHJek,181692,57,0,0.635,0.647,-4.677,0.0299,0.597,0,0.249,0.963,123.068,4,1,5,6,64,12,9948,0.32594,174.32961,0.646,0.234,0.679,0.831,90,361,722,7,666
3CUKa0aa5e8xijX4rAINyy,2usAJ9Mtrw570XlQ5MHJek,154293,56,0,0.732,0.592,-5.068,0.0327,0.716,0,0.322,0.966,111.649,3,1,5,8,64,12,6601,0.72145,150.32018,0.735,0.75,0.65,0.653,93,280,560,9,627
3GvQHg0XiEMuJxrCBMTzCc,2usAJ9Mtrw570XlQ5MHJek,164586,52,0,0.688,0.72,-5.106,0.0368,0.414,0,0.325,0.943,124.175,4,1,5,1,64,20,7509,0.34268,156.66503,0.47,0.08,0.415,0.714,83,336,672,8,711
66DKsVLCDNqTVlQVeAH8tJ,2usAJ9Mtrw570XlQ5MHJek,167933,51,0,0.707,0.751,-4.457,0.0327,0.532,1.09e-06,0.346,0.964,116.983,4,1,5,3,64,12,6601,2.60063,160.47311,0.753,0.582,0.78,0.705,81,319,638,10,673
6YD8kCDE1sCP38uKeRloQL,2usAJ9Mtrw570XlQ5MHJek,160133,45,0,0.711,0.5,-9.487,0.0343,0.683,0,0.327,0.963,117.216,3,1,5,9,64,12,5840,2.98376,150.28535,0.719,0.685,0.677,0.803,99,300,600,7,594
5QOOXjTEboAeaWqFTvaGye,2usAJ9Mtrw570XlQ5MHJek,210720,50,0,0.729,0.686,-4.379,0.0338,0.673,2.86e-06,0.284,0.964,114.368,3,1,7,5,64,12,6601,0.76454,206.5473,0.678,0.72,0.582,0.634,131,393,786,10,840
7nEt0IX3z30zbJXL4efOmU,2usAJ9Mtrw570XlQ5MHJek,120959,47,0,0.638,0.66,-4.56,0.0351,0.695,0,0.124,0.967,133.594,4,1,5,4,64,12,9948,0.32531,115.47864,0.718,0.032,0.566,0.776,65,258,516,6,471
53MaNvpgIDqoYvHwldvoFX,2usAJ9Mtrw570XlQ5MHJek,183920,46,0,0.77,0.681,-4.78,0.0345,0.577,0,0.166,0.965,116.094,4,1,5,4,64,12,6601,2.42068,173.58658,0.81,0.5,0.717,0.703,86,348,696,9,752
1IPjmBIcvjScvZ4Z1X6A9c,2usAJ9Mtrw570XlQ5MHJek,223160,40,0,0.619,0.489,-14.437,0.0378,0.407,2.19e-05,0.7,0.963,100.996,3,1,7,3,64,13,6236,0.0,219.67819,0.226,0.144,0.748,0.727,124,375,750,8,955
0gG4SZ5weal3dd11pf5SzV,1uYWNGwHu2d2au8iOXZROv,47240,38,0,0.664,0.899,-3.848,0.265,0.222,1.25e-05,0.0909,0.811,164.806,4,1,7,5,35,26,6966,0.52254,43.96698,0.763,0.89,0.897,0.94,30,121,242,3,174
3tg5qQYoC7FarLuEZchaZm,7zW51ntGb4XNLYT5MRgMCm,91600,29,0,0.649,0.529,-10.121,0.0987,0.716,0,0.382,0.783,102.225,4,1,4,4,21,11,5141,0.28367,85.71066,0.225,0.869,0.355,0.477,36,146,292,6,334
0aSzrkxYBqRbMcwGDrqXZo,1uYWNGwHu2d2au8iOXZROv,173066,25,0,0.511,0.885,-4.547,0.0796,0.0739,0.000716,0.0944,0.744,161.939,4,0,2,8,35,22,7696,0.4585,167.46812,0.616,1.0,0.498,0.469,113,452,904,9,654
31RD66d7601OVaq9chNyZt,1uYWNGwHu2d2au8iOXZROv,179813,19,0,0.68,0.629,-7.838,0.0436,0.0314,0,0.212,0.72,141.928,4,0,8,2,35,10,8061,0.45329,175.62413,0.304,0.824,0.0,0.279,103,415,830,11,632
2VmipRkRAi9F78zojC3CzN,1uYWNGwHu2d2au8iOXZROv,156586,18,0,0.684,0.578,-8.176,0.0294,0.625,0,0.0976,0.416,95.008,4,1,0,5,35,10,8061,0.43692,151.20834,0.264,1.0,0.586,0.687,60,242,484,6,543
2LThOOgcCfPRnkUvddgyNM,1uYWNGwHu2d2au8iOXZROv,198026,15,0,0.517,0.384,-11.399,0.0263,0.703,0.000536,0.104,0.222,131.845,4,1,9,8,35,10,8061,3.53524,187.35601,0.236,0.635,0.656,0.594,105,424,848,11,650
1ijBEOQk1GpMg2nIifvc3A,1uYWNGwHu2d2au8iOXZROv,165453,8,0,0.689,0.766,-3.493,0.0382,0.0926,0,0.317,0.963,119.966,4,1,0,1,35,14,6236,0.46816,159.95066,0.322,1.0,0.755,0.787,80,323,646,9,669
6bltguwsK3aHUfq52lrZNj,1uYWNGwHu2d2au8iOXZROv,127466,5,0,0.731,0.398,-9.269,0.0802,0.778,0,0.155,0.792,101.901,3,1,0,6,35,48,9386,0.30172,124.01197,0.052,0.152,0.359,0.373,70,212,424,7,496
7FTQDM2peYCnQ9Ut4shECx,1uYWNGwHu2d2au8iOXZROv,169493,7,0,0.835,0.57,-8.915,0.133,0.536,0,0.487,0.774,119.988,4,1,2,6,35,8,8460,0.22009,164.17088,0.632,0.99,0.662,0.738,83,332,664,8,614
4VOq3Ddq6Izbnk89MG38uF,1uYWNGwHu2d2au8iOXZROv,148720,6,0,0.735,0.574,-5.287,0.106,0.152,0,0.106,0.754,150.979,4,0,10,9,35,12,6236,0.13397,143.07556,0.035,0.994,0.652,0.574,89,359,718,8,561
7hRxeKpWeNvLKMZFXNVwXM,3P33qFNGBVXl86yQYWspFj,229000,44,0,0.344,0.196,-11.407,0.0351,0.778,0,0.152,0.173,93.418,3,1,7,16,65,16,6507,3.39592,219.28345,0.166,0.866,0.837,0.796,113,344,688,12,639
5V5eCLSxm7JWLj9vOcNLIw,2NzWRNaaLByHyI3wpuec8P,192920,35,0,0.523,0.26,-12.904,0.027,0.824,1.28e-05,0.138,0.164,95.354,4,1,1,9,62,33,1460,0.44698,182.4566,0.17,0.989,0.67,0.652,72,295,590,12,602
7upOqYZUQvA0nyVroaHeSg,43ZHCT0cAZBISjO8DG9PnE,148546,36,0,0.461,0.608,-8.906,0.0286,0.808,3.73e-05,0.318,0.668,95.019,4,1,4,9,83,16,8692,0.19111,142.39637,0.759,0.694,0.472,0.821,56,228,456,8,483
61FfiL8hYFXh5qe7tuBsar,5vngPClqofybhPERIqQMYd,208160,52,0,0.566,0.762,-7.79,0.0617,0.369,6.84e-06,0.976,0.535,133.678,4,1,9,19,76,20,9046,0.0,208.16,0.787,0.524,0.356,0.191,115,460,920,9,666
2LLcI3oU4CedCQDV5tJ1SK,3P33qFNGBVXl86yQYWspFj,253000,51,0,0.622,0.392,-9.737,0.0253,0.498,0,0.146,0.274,77.991,4,1,1,18,65,19,4302,5.38122,240.44263,0.32,0.827,0.205,0.0,79,321,642,10,826
